,settlementdate,duid,product,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10,interval_datetime,BANDAVAIL1,BANDAVAIL2,BANDAVAIL3,BANDAVAIL4,BANDAVAIL5,BANDAVAIL6,BANDAVAIL7,BANDAVAIL8,BANDAVAIL9,BANDAVAIL10,MAXAVAIL,rrp,forecasted_rrp,TOTALCLEARED
0,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:05:00,560,0,0,0,0,0,30,0,0,0,560,227.97,202.87817,560.0
1,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:10:00,560,0,0,0,0,0,30,0,0,0,560,203.83842,224.01937,560.0
2,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:15:00,560,0,0,0,0,0,30,0,0,0,560,227.97,207.44262,560.0
3,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:20:00,560,0,0,0,0,0,30,0,0,0,560,248.45649,214.67631,560.0
4,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:25:00,560,0,0,0,0,0,30,0,0,0,560,290.67131,227.97,560.0
5,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:30:00,560,0,0,0,0,0,30,0,0,0,560,249.86042,227.97,560.0
6,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:35:00,560,0,0,0,0,0,30,0,0,0,560,172.56961,294.30884,560.0
7,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:40:00,560,0,0,0,0,0,30,0,0,0,560,275.81856,195.35852,560.0
8,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:45:00,560,0,0,0,0,0,30,0,0,0,560,276.39157,235.29957,560.0
9,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:50:00,560,0,0,0,0,0,30,0,0,0,560,276.04186,179.47328,560.0
10,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 04:55:00,560,0,0,0,0,0,30,0,0,0,560,288.94963,198.41691,560.0
11,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:00:00,560,0,0,0,0,0,30,0,0,0,560,287.11049,227.97,560.0
12,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:05:00,560,0,0,0,0,0,30,0,0,0,560,227.97,203.11012,560.0
13,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:10:00,560,0,0,0,0,0,30,0,0,0,560,291.82792,295.91283,560.0
14,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:15:00,560,0,0,0,0,0,30,0,0,0,560,257.44406,332.95803,560.0
15,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:20:00,560,0,0,0,0,0,30,0,0,0,560,348.17,362.86379,560.0
16,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:25:00,560,0,0,0,0,0,30,0,0,0,560,221.5292,280.53863,560.0
17,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:30:00,560,0,0,0,0,0,30,0,0,0,560,281.94554,224.14911,560.0
18,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:35:00,560,0,0,0,0,0,30,0,0,0,560,334.44836,227.97,560.0
19,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:40:00,560,0,0,0,0,0,30,0,0,0,560,217.44248,216.09231,560.0
20,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:45:00,560,0,0,0,0,0,30,0,0,0,560,214.16305,225.1126,560.0
21,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:50:00,560,0,0,0,0,0,30,0,0,0,560,223.76885,223.8889,560.0
22,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 05:55:00,560,0,0,0,0,0,30,0,0,0,560,222.27737,284.87615,560.0
23,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:00:00,560,0,0,0,0,0,30,0,0,0,560,250.41356,297.61545,560.0
24,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:05:00,560,0,0,0,0,0,30,0,0,0,560,257.18506,285.17409,560.0
25,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:10:00,560,0,0,0,0,0,30,0,0,0,560,317.78921,292.09503,560.0
26,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:15:00,560,0,0,0,0,0,30,0,0,0,560,322.51255,299.92832,560.0
27,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:20:00,560,0,0,0,0,0,30,0,0,0,560,327.92808,304.59291,560.0
28,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:25:00,560,0,0,0,0,0,30,0,0,0,560,332.4349,323.2664,560.0
29,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:30:00,560,0,0,0,0,0,30,0,0,0,560,337.66521,418.82102,560.0
30,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:35:00,560,0,0,0,0,0,30,0,0,0,560,335.93466,361.19,560.0
31,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:40:00,560,0,0,0,0,0,30,0,0,0,560,400.27586,515.49264,560.0
32,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:45:00,560,0,0,0,0,0,30,0,0,0,560,501.33571,566.85771,560.0
33,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:50:00,560,0,0,0,0,0,30,0,0,0,560,544.92901,447.89,560.0
34,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 06:55:00,560,0,0,0,0,0,30,0,0,0,560,541.22513,496.0026,560.0
35,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:00:00,560,0,0,0,0,0,30,0,0,0,560,904.05999,609.11755,560.0
36,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:05:00,560,0,0,0,0,0,30,0,0,0,560,528.8661,970.57042,560.0
37,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:10:00,560,0,0,0,0,0,30,0,0,0,560,900.0,983.96,560.0
38,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:15:00,560,0,0,0,0,0,30,0,0,0,560,1065.6611,1110.11,560.0
39,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:20:00,560,0,0,0,0,0,30,0,0,0,560,1109.22183,2326.09132,560.0
40,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:25:00,560,0,0,0,0,0,30,0,0,0,560,3700.12,4245.67895,560.0
41,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:30:00,560,0,0,0,0,0,30,0,0,0,560,3700.12,10851.96564,560.0
42,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:35:00,560,0,0,0,0,0,30,0,0,0,560,1297.89,3898.0,560.0
43,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:40:00,560,0,0,0,0,0,30,0,0,0,560,1435.57263,3898.0,560.0
44,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:45:00,560,0,0,0,0,0,30,0,0,0,560,1112.11,4119.56208,560.0
45,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:50:00,560,0,0,0,0,0,30,0,0,0,560,1051.84821,9540.45544,560.0
46,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 07:55:00,560,0,0,0,0,0,30,0,0,0,560,1045.0457,1110.11,560.0
47,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:00:00,560,0,0,0,0,0,30,0,0,0,560,983.96,1110.11,560.0
48,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:05:00,560,0,0,0,0,0,30,0,0,0,560,406.48,983.96,560.0
49,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:10:00,560,0,0,0,0,0,30,0,0,0,560,588.37396,983.96,560.0
50,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:15:00,560,0,0,0,0,0,30,0,0,0,560,901.73,1028.42889,560.0
51,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:20:00,560,0,0,0,0,0,30,0,0,0,560,892.16685,406.48,560.0
52,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:25:00,560,0,0,0,0,0,30,0,0,0,560,406.48,938.43108,560.0
53,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:30:00,560,0,0,0,0,0,30,0,0,0,560,835.31841,406.48,560.0
54,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:35:00,560,0,0,0,0,0,30,0,0,0,560,406.48,682.15848,560.0
55,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:40:00,560,0,0,0,0,0,30,0,0,0,560,406.48,886.77202,560.0
56,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:45:00,560,0,0,0,0,0,30,0,0,0,560,360.07,406.48,560.0
57,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:50:00,560,0,0,0,0,0,30,0,0,0,560,374.25176,390.68131,560.0
58,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 08:55:00,560,0,0,0,0,0,30,0,0,0,560,296.96,369.93836,560.0
59,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:00:00,560,0,0,0,0,0,30,0,0,0,560,296.96,320.06302,560.0
60,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:05:00,560,0,0,0,0,0,30,0,0,0,560,300.90764,296.96,560.0
61,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:10:00,560,0,0,0,0,0,30,0,0,0,560,296.96,296.96,560.0
62,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:15:00,560,0,0,0,0,0,30,0,0,0,560,297.42202,296.39119,560.0
63,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:20:00,560,0,0,0,0,0,30,0,0,0,560,296.33642,295.22,560.0
64,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:25:00,560,0,0,0,0,0,30,0,0,0,560,329.82572,294.37966,560.0
65,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:30:00,560,0,0,0,0,0,30,0,0,0,560,326.20305,296.96,560.0
66,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:35:00,560,0,0,0,0,0,30,0,0,0,560,296.46747,303.12112,560.0
67,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:40:00,560,0,0,0,0,0,30,0,0,0,560,295.22,295.22,560.0
68,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:45:00,560,0,0,0,0,0,30,0,0,0,560,250.89,285.94,560.0
69,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:50:00,560,0,0,0,0,0,30,0,0,0,560,241.96,250.89,560.0
70,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 09:55:00,560,0,0,0,0,0,30,0,0,0,560,250.89003,289.30247,560.0
71,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:00:00,560,0,0,0,0,0,30,0,0,0,560,227.29814,227.97,560.0
72,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:05:00,560,0,0,0,0,0,30,0,0,0,560,250.89,250.89,560.0
73,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:10:00,560,0,0,0,0,0,30,0,0,0,560,296.02459,250.89,560.0
74,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:15:00,560,0,0,0,0,0,30,0,0,0,560,285.94,290.42325,560.0
75,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:20:00,560,0,0,0,0,0,30,0,0,0,560,224.97366,282.85676,560.0
76,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:25:00,560,0,0,0,0,0,30,0,0,0,560,225.55478,310.28661,560.0
77,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:30:00,560,0,0,0,0,0,30,0,0,0,560,227.97,189.51527,560.0
78,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:35:00,560,0,0,0,0,0,30,0,0,0,560,218.6338,305.32376,560.0
79,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:40:00,560,0,0,0,0,0,30,0,0,0,560,236.63226,241.96,560.0
80,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:45:00,560,0,0,0,0,0,30,0,0,0,560,221.75989,241.96,560.0
81,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:50:00,560,0,0,0,0,0,30,0,0,0,560,204.66,180.80261,560.0
82,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 10:55:00,560,0,0,0,0,0,30,0,0,0,560,181.82188,227.97,560.0
83,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:00:00,560,0,0,0,0,0,30,0,0,0,560,180.24002,183.93722,560.0
84,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:05:00,560,0,0,0,0,0,30,0,0,0,560,266.96,295.22,560.0
85,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:10:00,560,0,0,0,0,0,30,0,0,0,560,220.47236,223.18784,560.0
86,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:15:00,560,0,0,0,0,0,30,0,0,0,560,266.96,221.15842,560.0
87,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:20:00,560,0,0,0,0,0,30,0,0,0,560,298.30239,266.96,560.0
88,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:25:00,560,0,0,0,0,0,30,0,0,0,560,229.51612,231.95455,560.0
89,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:30:00,560,0,0,0,0,0,30,0,0,0,560,171.911,221.20056,560.0
90,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:35:00,560,0,0,0,0,0,30,0,0,0,560,224.03215,266.96,560.0
91,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:40:00,560,0,0,0,0,0,30,0,0,0,560,229.95815,224.27757,560.0
92,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:45:00,560,0,0,0,0,0,30,0,0,0,560,222.64918,228.32375,560.0
93,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:50:00,560,0,0,0,0,0,30,0,0,0,560,219.89162,221.80213,560.0
94,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 11:55:00,560,0,0,0,0,0,30,0,0,0,560,228.10932,187.8783,560.0
95,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:00:00,560,0,0,0,0,0,30,0,0,0,560,223.2303,229.21631,560.0
96,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:05:00,560,0,0,0,0,0,30,0,0,0,560,266.96,229.56933,560.0
97,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:10:00,560,0,0,0,0,0,30,0,0,0,560,266.96,231.92223,560.0
98,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:15:00,560,0,0,0,0,0,30,0,0,0,560,188.05899,233.85168,560.0
99,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:20:00,560,0,0,0,0,0,30,0,0,0,560,227.40821,188.54817,560.0
100,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:25:00,560,0,0,0,0,0,30,0,0,0,560,183.17441,222.37266,560.0
101,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:30:00,560,0,0,0,0,0,30,0,0,0,560,295.22,178.81378,560.0
102,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:35:00,560,0,0,0,0,0,30,0,0,0,560,188.90438,230.11356,560.0
103,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:40:00,560,0,0,0,0,0,30,0,0,0,560,176.19931,224.39254,560.0
104,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:45:00,560,0,0,0,0,0,30,0,0,0,560,189.03734,223.81142,560.0
105,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:50:00,560,0,0,0,0,0,30,0,0,0,560,223.21969,188.36229,560.0
106,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 12:55:00,560,0,0,0,0,0,30,0,0,0,560,178.66678,181.70019,560.0
107,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:00:00,560,0,0,0,0,0,30,0,0,0,560,223.08167,175.388,560.0
108,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:05:00,560,0,0,0,0,0,30,0,0,0,560,182.73681,174.02563,560.0
109,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:10:00,560,0,0,0,0,0,30,0,0,0,560,299.70207,219.91196,560.0
110,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:15:00,560,0,0,0,0,0,30,0,0,0,560,235.0188,182.22562,560.0
111,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:20:00,560,0,0,0,0,0,30,0,0,0,560,301.0,232.83372,560.0
112,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:25:00,560,0,0,0,0,0,30,0,0,0,560,237.96118,307.95275,560.0
113,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:30:00,560,0,0,0,0,0,30,0,0,0,560,219.16814,317.73735,560.0
114,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:35:00,560,0,0,0,0,0,30,0,0,0,560,298.23195,322.81952,560.0
115,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:40:00,560,0,0,0,0,0,30,0,0,0,560,266.96,284.71524,560.0
116,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:45:00,560,0,0,0,0,0,30,0,0,0,560,266.96,215.57763,560.0
117,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:50:00,560,0,0,0,0,0,30,0,0,0,560,296.77024,266.96,560.0
118,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 13:55:00,560,0,0,0,0,0,30,0,0,0,560,349.01,290.65632,560.0
119,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 14:00:00,560,0,0,0,0,0,30,0,0,0,560,349.01,320.28807,560.0
120,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 14:05:00,560,0,0,0,0,0,30,0,0,0,560,356.27994,348.88107,560.0
121,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 14:10:00,560,0,0,0,0,0,30,0,0,0,560,313.76976,296.96,560.0
122,2025-06-26,LYA3,ENERGY,-980.9,-63.76,8.78,18.82,35.26,78.21,117.32,161.85,490.45,17165.75,2025-06-26 14:15:00,560,0,0,0,0,0,30,0,0,0,560,279.38098,306.74057,560.0
